Scheduled;Game;Players;Platform;Category;Categories;Twitch;Time;Event;Youtube
Sun 24 Jul 2016 12:08:00 +0200;Tiny Toon Adventures;[garadas21](http://twitch.tv/garadas21);NES;Any%;;;0:13:42;ESA 2016;z0t6fKRHvS4
Sun 24 Jul 2016 11:47:00 +0200;Tiny Toon Adventures 3;[edenalsda](http://twitch.tv/edenalsda);Genesis;Any%;;;0:14:08;ESA 2016;ZR1NQqP8rXA
Sat 23 Jul 2016 18:00:00 +0200;Tomb Raider II;[xRikux89](http://twitch.tv/xRikux89);PC;Any%;;;1:21:38;ESA 2016;Jq5Z2E7vOKA
Wed 27 Jul 2016 06:38:00 +0200;Tomb Raider: The Last Revelation;[xRikux89](http://twitch.tv/xRikux89);PC;Any%;;;1:37:44;ESA 2016;0qKM_8V-6KE
Tue 26 Jul 2016 11:43:00 +0200;Total Overdose;[zoton2](http://twitch.tv/zoton2);PC;Any%;;;1:03:41;ESA 2016;lvzTJY9TH08
Thu 28 Jul 2016 14:02:00 +0200;Two Worlds;[Shaddex](http://twitch.tv/Shaddex);PC;All Main Quests;;;1:04:27;ESA 2016;m1rvot7PBU8
Tue 26 Jul 2016 09:24:00 +0200;Ultima Underworld II: Labyrinth of Worlds;[pitp0](http://twitch.tv/pitp0);MS-DOS;Any%;;;0:30:47;ESA 2016;1WcwEP8QE2Q
Wed 27 Jul 2016 04:35:00 +0200;Uncharted 2: Among Thieves;[epicdudeguy](http://twitch.tv/epicdudeguy);PS3;Any%;;;1:49:09;ESA 2016;jOAjw54TmbE
Mon 25 Jul 2016 22:30:00 +0200;Wario Land 3;[ToreLehmann](http://twitch.tv/ToreLehmann);GBP;Any%;;;0:50:04;ESA 2016;-uEfnGlVWPw
Tue 26 Jul 2016 13:54:00 +0200;Winx Club;[SerSanju](http://twitch.tv/SerSanju);PC;Any%;;;0:43:16;ESA 2016;wr9IHbdHi7k
Sun 24 Jul 2016 04:58:00 +0200;Wrack;[PenAgain](http://twitch.tv/PenAgain);PC;Any%;;;0:17:12;ESA 2016;7sZ6cfqoeeA
Thu 28 Jul 2016 23:37:00 +0200;X-Men: Mojo World;[FingersTehHand](http://twitch.tv/FingersTehHand), [Robo_Sparkle](http://twitch.tv/Robo_Sparkle);SMS;Any% Suicidal;Race;;0:08:52;ESA 2016;3iWqSpzCVwQ
Tue 26 Jul 2016 12:56:00 +0200;You Are Empty;[Tezur0](http://twitch.tv/Tezur0);PC;Any% with sprint;;;0:42:47;ESA 2016;HxDCs4WZSlU
Fri 29 Jul 2016 08:02:00 +0200;Yu-Gi-Oh! Forbidden Memories;[Mergy](http://twitch.tv/Mergy);PS2;Any% New Game+;;;0:47:19;ESA 2016;MoS8NgkTJHw
Sun 24 Jul 2016 12:36:00 +0200;Yume Penguin Monogatari;[CartinaCow](http://twitch.tv/CartinaCow), [endySWE](http://twitch.tv/EndySWE);NES;Any%;Race;;0:10:53;ESA 2016;64CM8biOfmg
